OTU_id	1	10	101	103	11	111	114	12	123	13	131	137	14	142	16	169	17	176	18	188	19	2	21	223	226	25	27	3	31	335	353	38	394	4	40	419	42	43	49	5	58	59	6	62	64	66	69	7	70	8	85	86	9	91
13	-0.100	0.106	-0.066	-0.029	0.198	0.000	-0.027	-0.089	-0.052	1.000	-0.109	-0.078	0.054	-0.026	0.279	-0.049	-0.007	-0.086	0.131	-0.094	0.138	0.321	0.183	-0.017	-0.018	0.178	-0.009	-0.034	-0.022	-0.097	-0.026	-0.023	-0.058	0.280	-0.069	-0.077	-0.017	0.019	-0.037	-0.034	0.009	-0.079	0.222	-0.049	0.052	-0.027	-0.101	0.241	-0.065	0.138	-0.065	0.074	0.109	-0.106
131	0.056	0.011	0.063	-0.077	0.107	0.018	0.011	-0.086	0.079	-0.109	1.000	0.076	0.100	0.010	-0.096	0.018	-0.041	0.037	-0.048	0.023	-0.076	-0.053	0.102	-0.034	-0.013	-0.062	0.013	0.047	0.020	-0.125	0.006	0.137	0.005	-0.039	0.010	0.087	-0.014	-0.124	-0.018	0.116	0.033	0.025	-0.039	-0.035	-0.160	0.004	0.008	-0.157	0.072	-0.013	0.011	0.011	0.084	0.010
137	0.143	-0.044	0.034	0.001	-0.065	0.042	-0.006	0.216	0.007	-0.078	0.076	1.000	-0.024	-0.073	-0.099	-0.038	0.026	0.032	-0.098	-0.008	-0.008	-0.135	-0.132	0.066	0.041	-0.053	0.014	-0.007	0.062	-0.047	-0.022	-0.040	0.038	-0.111	-0.006	0.076	0.021	0.060	-0.004	0.108	0.019	0.073	-0.119	0.036	0.004	0.002	-0.016	-0.068	0.118	-0.165	0.607	0.033	-0.072	0.092
14	-0.019	0.129	-0.002	-0.036	0.146	-0.088	-0.040	-0.080	-0.067	0.054	0.100	-0.024	1.000	-0.050	0.124	0.008	-0.075	-0.003	0.103	-0.008	0.085	0.079	0.143	-0.031	-0.065	0.022	-0.002	-0.071	-0.097	-0.084	-0.019	-0.014	-0.047	0.187	0.001	-0.012	-0.110	-0.075	-0.097	0.033	-0.025	-0.038	0.173	-0.006	-0.032	0.000	0.010	0.061	0.022	0.138	-0.038	-0.078	0.155	-0.060
142	-0.148	-0.020	-0.009	0.151	-0.046	-0.056	0.177	-0.063	0.001	-0.026	0.010	-0.073	-0.050	1.000	-0.004	-0.098	0.028	0.147	-0.057	0.018	-0.076	0.022	-0.040	-0.002	-0.044	-0.033	-0.008	0.112	0.017	0.019	0.112	0.056	-0.038	-0.025	0.071	-0.012	0.011	-0.035	-0.001	-0.070	0.014	-0.049	-0.013	-0.010	-0.059	0.059	0.044	-0.028	0.024	0.001	-0.088	-0.024	-0.063	0.040
16	0.016	0.075	-0.034	0.066	0.227	-0.068	-0.123	-0.163	-0.082	0.279	-0.096	-0.099	0.124	-0.004	1.000	-0.024	-0.029	-0.085	0.210	-0.067	0.223	0.339	0.255	-0.034	-0.088	0.201	-0.079	-0.184	-0.090	-0.019	-0.073	-0.088	-0.058	0.259	-0.106	-0.101	-0.142	0.045	0.062	0.008	-0.083	-0.126	0.233	0.027	0.096	-0.135	0.107	0.278	-0.029	0.187	-0.078	-0.095	0.193	-0.046
169	0.094	0.014	-0.027	0.192	-0.032	0.024	0.000	-0.077	-0.081	-0.049	0.018	-0.038	0.008	-0.098	-0.024	1.000	-0.053	0.005	-0.040	-0.053	-0.075	0.015	-0.008	-0.035	-0.055	-0.047	-0.060	-0.017	-0.110	0.206	0.001	-0.085	0.115	0.072	0.009	-0.010	0.002	0.105	0.020	-0.048	-0.039	-0.063	0.019	0.002	0.144	0.169	-0.005	-0.004	-0.065	0.034	0.004	-0.011	0.003	-0.044
17	-0.020	0.011	-0.013	-0.014	-0.055	0.109	-0.009	-0.048	0.066	-0.007	-0.041	0.026	-0.075	0.028	-0.029	-0.053	1.000	0.011	-0.109	-0.057	-0.040	-0.018	-0.109	0.046	0.129	0.049	0.446	-0.019	0.364	0.003	0.066	0.198	0.057	-0.059	0.003	0.046	0.279	-0.051	-0.010	0.003	-0.030	0.110	0.002	-0.133	-0.057	0.072	-0.086	0.001	-0.002	0.026	0.039	0.074	-0.062	-0.055
176	-0.110	0.016	0.085	0.056	-0.113	-0.017	0.048	-0.110	0.048	-0.086	0.037	0.032	-0.003	0.147	-0.085	0.005	0.011	1.000	-0.070	0.038	-0.090	-0.031	-0.035	-0.055	0.034	-0.021	-0.015	0.159	0.043	0.081	0.100	-0.014	0.056	-0.043	0.163	0.036	0.073	-0.067	-0.041	-0.101	-0.026	0.021	-0.009	-0.024	-0.073	0.035	0.037	-0.077	0.063	-0.069	0.009	-0.087	-0.071	0.053
18	-0.009	0.043	0.045	0.062	0.087	0.002	-0.031	-0.025	-0.096	0.131	-0.048	-0.098	0.103	-0.057	0.210	-0.040	-0.109	-0.070	1.000	0.055	0.157	0.219	0.172	-0.066	-0.134	0.020	-0.076	-0.081	-0.120	-0.084	-0.103	-0.015	-0.144	0.137	-0.051	-0.089	-0.082	0.084	-0.007	0.074	-0.063	-0.131	0.182	0.149	0.021	-0.057	0.065	0.072	-0.082	0.103	-0.067	-0.069	-0.019	-0.033
188	0.022	-0.048	0.264	0.016	-0.042	-0.085	-0.012	0.122	-0.047	-0.094	0.023	-0.008	-0.008	0.018	-0.067	-0.053	-0.057	0.038	0.055	1.000	0.031	-0.006	-0.070	0.008	-0.078	-0.082	0.008	-0.025	-0.021	0.054	-0.015	-0.032	0.032	-0.092	0.067	0.045	-0.013	-0.014	0.036	0.033	0.004	-0.017	-0.051	0.074	-0.000	-0.022	0.073	-0.102	0.038	-0.035	-0.011	-0.062	-0.088	0.126
19	-0.075	0.037	0.013	-0.005	0.103	-0.013	-0.106	-0.042	-0.077	0.138	-0.076	-0.008	0.085	-0.076	0.223	-0.075	-0.040	-0.090	0.157	0.031	1.000	0.195	0.173	-0.083	-0.047	0.108	-0.039	-0.106	-0.094	-0.096	-0.071	-0.082	-0.108	0.106	-0.066	-0.068	-0.102	-0.106	0.095	-0.045	-0.064	-0.019	0.052	0.032	-0.023	-0.073	0.074	0.163	-0.104	0.103	-0.025	-0.064	0.065	0.145
2	0.027	0.069	0.111	-0.041	0.306	-0.027	-0.023	-0.081	-0.081	0.321	-0.053	-0.135	0.079	0.022	0.339	0.015	-0.018	-0.031	0.219	-0.006	0.195	1.000	0.155	-0.009	-0.103	0.171	-0.024	0.026	-0.040	-0.056	-0.048	-0.034	-0.106	0.289	-0.054	-0.071	-0.010	-0.031	-0.079	0.041	-0.058	-0.109	0.302	-0.027	0.047	-0.073	-0.071	0.189	-0.071	0.151	-0.094	0.016	0.090	-0.121
21	0.006	0.088	0.000	-0.061	0.204	0.040	-0.093	-0.131	-0.004	0.183	0.102	-0.132	0.143	-0.040	0.255	-0.008	-0.109	-0.035	0.172	-0.070	0.173	0.155	1.000	-0.046	-0.028	0.064	-0.067	-0.102	-0.083	-0.106	-0.105	0.010	-0.121	0.160	-0.132	-0.054	-0.064	-0.065	0.054	0.004	-0.101	-0.071	0.165	0.060	-0.041	-0.110	0.094	0.186	-0.095	0.186	-0.120	-0.023	0.217	-0.035
223	0.100	-0.022	-0.029	0.015	-0.062	-0.106	0.015	0.092	-0.048	-0.017	-0.034	0.066	-0.031	-0.002	-0.034	-0.035	0.046	-0.055	-0.066	0.008	-0.083	-0.009	-0.046	1.000	0.006	-0.034	0.024	0.057	-0.006	0.017	0.004	-0.043	0.018	-0.104	-0.042	0.012	0.043	0.086	-0.079	0.049	0.111	0.030	0.104	-0.061	0.047	0.016	0.006	-0.072	0.030	-0.009	0.055	0.066	-0.068	0.031
226	-0.008	0.033	-0.060	-0.084	-0.033	0.121	-0.021	-0.023	0.325	-0.018	-0.013	0.041	-0.065	-0.044	-0.088	-0.055	0.129	0.034	-0.134	-0.078	-0.047	-0.103	-0.028	0.006	1.000	-0.035	0.108	-0.021	0.124	-0.035	0.006	0.012	0.011	-0.085	-0.003	0.064	0.057	-0.024	0.031	-0.005	0.015	0.094	-0.011	0.054	-0.023	0.010	0.004	-0.076	0.032	-0.086	0.011	0.063	-0.045	0.038
25	-0.089	0.056	-0.057	-0.109	0.028	-0.137	-0.102	-0.011	-0.003	0.178	-0.062	-0.053	0.022	-0.033	0.201	-0.047	0.049	-0.021	0.020	-0.082	0.108	0.171	0.064	-0.034	-0.035	1.000	0.024	-0.016	-0.003	-0.029	-0.000	-0.018	0.016	0.144	-0.012	-0.047	-0.009	-0.061	0.006	0.013	-0.022	-0.017	0.091	-0.127	-0.080	-0.130	0.023	0.159	0.059	0.131	-0.059	-0.021	0.105	0.047
27	-0.051	0.052	-0.029	-0.100	0.010	0.055	-0.021	-0.072	0.064	-0.009	0.013	0.014	-0.002	-0.008	-0.079	-0.060	0.446	-0.015	-0.076	0.008	-0.039	-0.024	-0.067	0.024	0.108	0.024	1.000	0.051	0.315	-0.022	0.030	0.214	0.051	0.044	-0.005	0.084	0.359	-0.120	-0.026	-0.006	0.003	0.217	-0.002	-0.114	-0.029	0.123	-0.068	-0.007	-0.059	-0.027	-0.016	0.072	0.056	0.029
3	-0.112	0.017	-0.045	0.030	-0.088	0.016	0.058	-0.180	0.044	-0.034	0.047	-0.007	-0.071	0.112	-0.184	-0.017	-0.019	0.159	-0.081	-0.025	-0.106	0.026	-0.102	0.057	-0.021	-0.016	0.051	1.000	0.023	0.033	0.049	0.059	0.018	0.061	0.053	-0.006	0.146	0.017	-0.023	0.004	0.097	-0.010	-0.059	-0.125	-0.038	0.120	-0.016	-0.037	0.097	-0.046	0.013	0.055	-0.041	0.030
31	-0.033	-0.067	0.012	-0.083	-0.031	0.028	0.022	0.057	0.082	-0.022	0.020	0.062	-0.097	0.017	-0.090	-0.110	0.364	0.043	-0.120	-0.021	-0.094	-0.040	-0.083	-0.006	0.124	-0.003	0.315	0.023	1.000	-0.042	0.030	0.147	0.041	-0.105	-0.029	0.024	0.248	-0.062	-0.035	0.055	-0.004	0.135	-0.047	-0.108	-0.059	0.078	-0.008	-0.053	0.015	-0.080	0.020	0.127	-0.020	0.013
335	0.050	-0.003	0.049	0.190	-0.141	0.021	0.028	-0.103	-0.073	-0.097	-0.125	-0.047	-0.084	0.019	-0.019	0.206	0.003	0.081	-0.084	0.054	-0.096	-0.056	-0.106	0.017	-0.035	-0.029	-0.022	0.033	-0.042	1.000	0.108	-0.071	0.138	-0.011	0.096	-0.004	0.011	0.132	0.008	0.015	0.009	-0.068	-0.044	-0.057	0.154	0.017	0.031	-0.067	-0.017	-0.080	-0.018	-0.085	-0.097	0.019
353	0.013	-0.043	0.042	0.032	-0.078	-0.019	0.063	-0.049	0.055	-0.026	0.006	-0.022	-0.019	0.112	-0.073	0.001	0.066	0.100	-0.103	-0.015	-0.071	-0.048	-0.105	0.004	0.006	-0.000	0.030	0.049	0.030	0.108	1.000	-0.045	0.070	-0.041	0.114	0.038	-0.012	0.000	-0.037	-0.014	0.024	-0.011	-0.075	-0.044	-0.016	0.043	-0.071	-0.092	-0.002	-0.014	0.003	0.002	-0.054	0.030
38	-0.033	-0.067	-0.065	-0.082	0.056	0.091	-0.000	-0.002	0.042	-0.023	0.137	-0.040	-0.014	0.056	-0.088	-0.085	0.198	-0.014	-0.015	-0.032	-0.082	-0.034	0.010	-0.043	0.012	-0.018	0.214	0.059	0.147	-0.071	-0.045	1.000	-0.097	-0.041	0.009	0.036	0.124	-0.089	0.071	0.091	0.054	0.094	-0.110	-0.055	-0.103	0.089	0.010	-0.112	0.063	0.022	-0.078	0.074	0.001	-0.102
394	0.089	-0.040	0.048	0.159	-0.116	0.049	0.006	-0.004	-0.018	-0.058	0.005	0.038	-0.047	-0.038	-0.058	0.115	0.057	0.056	-0.144	0.032	-0.108	-0.106	-0.121	0.018	0.011	0.016	0.051	0.018	0.041	0.138	0.070	-0.097	1.000	-0.068	0.041	0.036	0.056	0.077	-0.032	0.003	0.049	0.025	-0.064	-0.063	0.094	0.070	-0.034	-0.111	0.061	-0.154	0.043	-0.064	-0.089	0.009
4	-0.127	0.166	-0.084	-0.005	0.202	-0.041	-0.039	-0.213	-0.066	0.280	-0.039	-0.111	0.187	-0.025	0.259	0.072	-0.059	-0.043	0.137	-0.092	0.106	0.289	0.160	-0.104	-0.085	0.144	0.044	0.061	-0.105	-0.011	-0.041	-0.041	-0.068	1.000	0.006	-0.046	-0.039	-0.030	-0.054	-0.033	-0.077	-0.074	0.333	0.005	-0.003	-0.033	-0.108	0.215	-0.131	0.207	-0.098	-0.084	0.280	-0.093
40	-0.028	0.041	0.061	0.086	-0.075	-0.044	-0.015	0.061	0.046	-0.069	0.010	-0.006	0.001	0.071	-0.106	0.009	0.003	0.163	-0.051	0.067	-0.066	-0.054	-0.132	-0.042	-0.003	-0.012	-0.005	0.053	-0.029	0.096	0.114	0.009	0.041	0.006	1.000	0.058	0.001	0.036	-0.073	0.069	0.008	0.029	-0.042	0.003	-0.013	0.014	0.026	-0.042	0.057	-0.074	-0.053	-0.044	-0.061	-0.016
419	0.051	-0.005	0.007	-0.096	-0.056	-0.013	0.048	-0.089	0.026	-0.077	0.087	0.076	-0.012	-0.012	-0.101	-0.010	0.046	0.036	-0.089	0.045	-0.068	-0.071	-0.054	0.012	0.064	-0.047	0.084	-0.006	0.024	-0.004	0.038	0.036	0.036	-0.046	0.058	1.000	0.001	-0.097	0.077	0.094	0.056	0.062	-0.070	-0.003	-0.083	0.035	0.033	-0.070	0.030	-0.028	0.049	0.032	-0.085	0.020
42	0.020	-0.056	0.013	-0.039	-0.131	0.001	0.005	-0.012	0.057	-0.017	-0.014	0.021	-0.110	0.011	-0.142	0.002	0.279	0.073	-0.082	-0.013	-0.102	-0.010	-0.064	0.043	0.057	-0.009	0.359	0.146	0.248	0.011	-0.012	0.124	0.056	-0.039	0.001	0.001	1.000	-0.028	-0.107	-0.049	0.044	0.188	0.000	-0.093	-0.006	0.088	-0.051	0.001	-0.003	-0.040	0.009	0.079	-0.013	0.007
43	0.298	-0.062	-0.039	0.465	-0.007	0.094	0.017	0.154	-0.025	0.019	-0.124	0.060	-0.075	-0.035	0.045	0.105	-0.051	-0.067	0.084	-0.014	-0.106	-0.031	-0.065	0.086	-0.024	-0.061	-0.120	0.017	-0.062	0.132	0.000	-0.089	0.077	-0.030	0.036	-0.097	-0.028	1.000	-0.034	0.086	0.000	-0.079	0.110	0.117	0.519	0.005	0.016	0.006	0.010	-0.022	0.085	0.015	-0.138	-0.093
49	-0.138	0.021	-0.028	-0.004	0.008	-0.061	0.058	0.003	0.032	-0.037	-0.018	-0.004	-0.097	-0.001	0.062	0.020	-0.010	-0.041	-0.007	0.036	0.095	-0.079	0.054	-0.079	0.031	0.006	-0.026	-0.023	-0.035	0.008	-0.037	0.071	-0.032	-0.054	-0.073	0.077	-0.107	-0.034	1.000	-0.195	-0.031	0.045	-0.119	-0.027	0.013	0.032	0.306	0.040	-0.028	0.034	0.008	-0.019	0.043	0.200
5	0.377	-0.002	0.086	-0.117	0.006	0.033	-0.038	0.156	-0.033	-0.034	0.116	0.108	0.033	-0.070	0.008	-0.048	0.003	-0.101	0.074	0.033	-0.045	0.041	0.004	0.049	-0.005	0.013	-0.006	0.004	0.055	0.015	-0.014	0.091	0.003	-0.033	0.069	0.094	-0.049	0.086	-0.195	1.000	0.066	0.070	-0.004	0.118	-0.043	-0.110	-0.146	-0.035	0.049	-0.112	0.065	0.109	-0.012	-0.123
58	0.015	-0.000	-0.076	-0.028	-0.069	0.040	0.017	0.068	0.007	0.009	0.033	0.019	-0.025	0.014	-0.083	-0.039	-0.030	-0.026	-0.063	0.004	-0.064	-0.058	-0.101	0.111	0.015	-0.022	0.003	0.097	-0.004	0.009	0.024	0.054	0.049	-0.077	0.008	0.056	0.044	0.000	-0.031	0.066	1.000	-0.004	-0.027	-0.027	-0.011	-0.019	-0.025	-0.081	0.127	-0.005	-0.014	0.111	-0.038	0.015
59	0.044	-0.041	-0.030	-0.146	-0.058	-0.005	0.002	0.012	0.089	-0.079	0.025	0.073	-0.038	-0.049	-0.126	-0.063	0.110	0.021	-0.131	-0.017	-0.019	-0.109	-0.071	0.030	0.094	-0.017	0.217	-0.010	0.135	-0.068	-0.011	0.094	0.025	-0.074	0.029	0.062	0.188	-0.079	0.045	0.070	-0.004	1.000	-0.084	-0.028	-0.081	0.025	0.001	-0.078	0.015	-0.086	0.017	0.058	-0.031	0.065
6	0.054	0.170	-0.108	-0.020	0.208	-0.145	-0.010	-0.026	-0.054	0.222	-0.039	-0.119	0.173	-0.013	0.233	0.019	0.002	-0.009	0.182	-0.051	0.052	0.302	0.165	0.104	-0.011	0.091	-0.002	-0.059	-0.047	-0.044	-0.075	-0.110	-0.064	0.333	-0.042	-0.070	0.000	0.110	-0.119	-0.004	-0.027	-0.084	1.000	-0.057	0.072	-0.075	-0.089	0.177	-0.081	0.154	-0.052	-0.017	0.151	-0.098
62	0.078	-0.072	0.076	0.028	-0.054	0.190	0.045	0.141	0.015	-0.049	-0.035	0.036	-0.006	-0.010	0.027	0.002	-0.133	-0.024	0.149	0.074	0.032	-0.027	0.060	-0.061	0.054	-0.127	-0.114	-0.125	-0.108	-0.057	-0.044	-0.055	-0.063	0.005	0.003	-0.003	-0.093	0.117	-0.027	0.118	-0.027	-0.028	-0.057	1.000	0.062	-0.019	0.129	-0.043	0.057	-0.008	0.046	-0.105	0.030	-0.015
64	0.123	-0.036	-0.044	0.513	0.074	0.157	0.020	0.048	-0.066	0.052	-0.160	0.004	-0.032	-0.059	0.096	0.144	-0.057	-0.073	0.021	-0.000	-0.023	0.047	-0.041	0.047	-0.023	-0.080	-0.029	-0.038	-0.059	0.154	-0.016	-0.103	0.094	-0.003	-0.013	-0.083	-0.006	0.519	0.013	-0.043	-0.011	-0.081	0.072	0.062	1.000	0.043	0.001	0.071	0.004	0.004	0.013	-0.067	-0.134	-0.043
66	-0.131	-0.038	-0.107	0.066	0.031	0.042	0.210	-0.120	0.055	-0.027	0.004	0.002	0.000	0.059	-0.135	0.169	0.072	0.035	-0.057	-0.022	-0.073	-0.073	-0.110	0.016	0.010	-0.130	0.123	0.120	0.078	0.017	0.043	0.089	0.070	-0.033	0.014	0.035	0.088	0.005	0.032	-0.110	-0.019	0.025	-0.075	-0.019	0.043	1.000	-0.041	-0.124	-0.060	-0.011	-0.007	0.054	-0.031	-0.065
69	-0.145	-0.022	0.034	0.034	-0.029	-0.125	-0.080	0.192	-0.015	-0.101	0.008	-0.016	0.010	0.044	0.107	-0.005	-0.086	0.037	0.065	0.073	0.074	-0.071	0.094	0.006	0.004	0.023	-0.068	-0.016	-0.008	0.031	-0.071	0.010	-0.034	-0.108	0.026	0.033	-0.051	0.016	0.306	-0.146	-0.025	0.001	-0.089	0.129	0.001	-0.041	1.000	0.030	-0.015	-0.006	-0.008	-0.085	0.046	0.495
7	-0.030	0.098	-0.051	0.023	0.118	-0.107	-0.029	-0.037	-0.115	0.241	-0.157	-0.068	0.061	-0.028	0.278	-0.004	0.001	-0.077	0.072	-0.102	0.163	0.189	0.186	-0.072	-0.076	0.159	-0.007	-0.037	-0.053	-0.067	-0.092	-0.112	-0.111	0.215	-0.042	-0.070	0.001	0.006	0.040	-0.035	-0.081	-0.078	0.177	-0.043	0.071	-0.124	0.030	1.000	-0.069	0.142	-0.026	-0.151	0.199	0.024
70	0.144	-0.103	0.020	-0.034	-0.095	-0.014	0.017	0.103	0.017	-0.065	0.072	0.118	0.022	0.024	-0.029	-0.065	-0.002	0.063	-0.082	0.038	-0.104	-0.071	-0.095	0.030	0.032	0.059	-0.059	0.097	0.015	-0.017	-0.002	0.063	0.061	-0.131	0.057	0.030	-0.003	0.010	-0.028	0.049	0.127	0.015	-0.081	0.057	0.004	-0.060	-0.015	-0.069	1.000	-0.130	0.092	0.013	-0.064	0.009
8	-0.060	0.071	-0.105	-0.018	0.099	-0.014	-0.041	-0.138	-0.049	0.138	-0.013	-0.165	0.138	0.001	0.187	0.034	0.026	-0.069	0.103	-0.035	0.103	0.151	0.186	-0.009	-0.086	0.131	-0.027	-0.046	-0.080	-0.080	-0.014	0.022	-0.154	0.207	-0.074	-0.028	-0.040	-0.022	0.034	-0.112	-0.005	-0.086	0.154	-0.008	0.004	-0.011	-0.006	0.142	-0.130	1.000	-0.128	-0.045	0.212	0.001
85	0.132	-0.002	0.003	0.042	-0.080	0.027	0.030	0.181	-0.021	-0.065	0.011	0.607	-0.038	-0.088	-0.078	0.004	0.039	0.009	-0.067	-0.011	-0.025	-0.094	-0.120	0.055	0.011	-0.059	-0.016	0.013	0.020	-0.018	0.003	-0.078	0.043	-0.098	-0.053	0.049	0.009	0.085	0.008	0.065	-0.014	0.017	-0.052	0.046	0.013	-0.007	-0.008	-0.026	0.092	-0.128	1.000	0.025	-0.065	0.088
86	0.072	-0.066	0.016	-0.067	0.017	0.106	0.017	0.062	0.087	0.074	0.011	0.033	-0.078	-0.024	-0.095	-0.011	0.074	-0.087	-0.069	-0.062	-0.064	0.016	-0.023	0.066	0.063	-0.021	0.072	0.055	0.127	-0.085	0.002	0.074	-0.064	-0.084	-0.044	0.032	0.079	0.015	-0.019	0.109	0.111	0.058	-0.017	-0.105	-0.067	0.054	-0.085	-0.151	0.013	-0.045	0.025	1.000	-0.045	0.014
9	0.021	0.030	-0.086	-0.175	0.186	-0.014	-0.066	-0.031	-0.024	0.109	0.084	-0.072	0.155	-0.063	0.193	0.003	-0.062	-0.071	-0.019	-0.088	0.065	0.090	0.217	-0.068	-0.045	0.105	0.056	-0.041	-0.020	-0.097	-0.054	0.001	-0.089	0.280	-0.061	-0.085	-0.013	-0.138	0.043	-0.012	-0.038	-0.031	0.151	0.030	-0.134	-0.031	0.046	0.199	-0.064	0.212	-0.065	-0.045	1.000	-0.000
91	-0.092	0.083	0.102	-0.063	-0.111	-0.200	-0.055	0.277	-0.002	-0.106	0.010	0.092	-0.060	0.040	-0.046	-0.044	-0.055	0.053	-0.033	0.126	0.145	-0.121	-0.035	0.031	0.038	0.047	0.029	0.030	0.013	0.019	0.030	-0.102	0.009	-0.093	-0.016	0.020	0.007	-0.093	0.200	-0.123	0.015	0.065	-0.098	-0.015	-0.043	-0.065	0.495	0.024	0.009	0.001	0.088	0.014	-0.000	1.000
